length,size,file_num,cache,BHR,OHR
1000,33554432,557,lru,0.50913841,0.60100001
1000,33554432,558,lfu,0.62967402,0.69599998
1000,33554432,558,lru,0.6277172,0.685
1000,33554432,559,lfu,0.43340009,0.51800001
1000,33554432,559,lru,0.43701699,0.49599999
1000,33554432,560,lfu,0.53722507,0.727
1000,33554432,560,lru,0.5348351,0.713
1000,33554432,561,lfu,0.5450592,0.59100002
1000,33554432,561,lru,0.54024303,0.56999999
1000,33554432,562,lfu,0.55410683,0.65499997
1000,33554432,562,lru,0.54729491,0.62
1000,33554432,563,lfu,0.5907439,0.62900001
1000,33554432,563,lru,0.58819467,0.61299998
1000,33554432,564,lfu,0.53617662,0.56900001
1000,33554432,564,lru,0.53205186,0.54699999
1000,33554432,565,lfu,0.52233332,0.58700001
1000,33554432,565,lru,0.51117277,0.54400003
1000,33554432,566,lfu,0.91228139,0.92400002
1000,33554432,566,lru,0.91228139,0.92400002
1000,33554432,567,lfu,0.55119896,0.64099997
1000,33554432,567,lru,0.55142403,0.62699997
1000,33554432,568,lfu,0.57919031,0.65200001
1000,33554432,568,lru,0.57870579,0.64600003
1000,33554432,569,lfu,0.50880623,0.56400001
1000,33554432,569,lru,0.53416181,0.537
1000,33554432,570,lfu,0.50375074,0.57700002
1000,33554432,570,lru,0.51227045,0.52899998
1000,33554432,571,lfu,0.60995519,0.64499998
1000,33554432,571,lru,0.60634875,0.61699998
1000,33554432,572,lfu,0.52632856,0.579
1000,33554432,572,lru,0.51221627,0.52700001
1000,33554432,573,lfu,0.51783955,0.59600002
1000,33554432,573,lru,0.52117509,0.55900002
1000,33554432,574,lfu,0.44465104,0.50199997
1000,33554432,574,lru,0.44681922,0.47499999
1000,33554432,575,lfu,0.53818434,0.59100002
1000,33554432,575,lru,0.53624111,0.56699997
1000,33554432,576,lfu,0.53052408,0.59299999
1000,33554432,576,lru,0.53497559,0.56699997
1000,33554432,577,lfu,0.69169539,0.80299997
1000,33554432,577,lru,0.6899206,0.79900002
1000,33554432,578,lfu,0.87278455,0.74699998
1000,33554432,578,lru,0.87257671,0.74199998
1000,33554432,579,lfu,0.51135594,0.634
1000,33554432,579,lru,0.51206148,0.62400001
1000,33554432,580,lfu,0.48755014,0.53399998
1000,33554432,580,lru,0.48296809,0.50599998
1000,33554432,581,lfu,0.43094712,0.59100002
1000,33554432,581,lru,0.42842647,0.57800001
1000,33554432,582,lfu,0.52504683,0.58499998
1000,33554432,582,lru,0.52079087,0.55699998
1000,33554432,583,lfu,0.53557825,0.67500001
1000,33554432,583,lru,0.53399593,0.667
1000,33554432,584,lfu,0.51970667,0.58600003
1000,33554432,584,lru,0.51356542,0.55599999
1000,33554432,585,lfu,0.38462278,0.449
1000,33554432,585,lru,0.38230968,0.42399999
1000,33554432,586,lfu,0.8091892,0.76300001
1000,33554432,586,lru,0.80582398,0.75300002
1000,33554432,587,lfu,0.59504777,0.62
1000,33554432,587,lru,0.60786539,0.60799998
1000,33554432,588,lfu,0.50187063,0.62900001
1000,33554432,588,lru,0.50253057,0.61400002
1000,33554432,589,lfu,0.52176613,0.63
1000,33554432,589,lru,0.52937806,0.59899998
1000,33554432,590,lfu,0.5646975,0.64999998
1000,33554432,590,lru,0.58138418,0.625
1000,33554432,591,lfu,0.52814269,0.62199998
1000,33554432,591,lru,0.52925754,0.59899998
1000,33554432,592,lfu,0.5735001,0.713
1000,33554432,592,lru,0.56981283,0.704
1000,33554432,593,lfu,0.63168901,0.68000001
1000,33554432,593,lru,0.63174134,0.66000003
1000,33554432,594,lfu,0.52678519,0.60600001
1000,33554432,594,lru,0.52873755,0.58899999
1000,33554432,595,lfu,0.95491129,0.91799998
1000,33554432,595,lru,0.95491129,0.91799998
1000,33554432,596,lfu,0.5070498,0.56599998
1000,33554432,596,lru,0.50347584,0.528
1000,33554432,597,lfu,0.54802412,0.61299998
1000,33554432,597,lru,0.54531991,0.602
1000,33554432,598,lfu,0.43196967,0.477
1000,33554432,598,lru,0.43542138,0.45100001
1000,33554432,599,lfu,0.5611468,0.72500002
1000,33554432,599,lru,0.5549565,0.70599997
1000,33554432,600,lfu,0.43609408,0.49700001
1000,33554432,600,lru,0.43375453,0.472
1000,33554432,601,lfu,0.61288643,0.65600002
1000,33554432,601,lru,0.60441661,0.61500001
1000,33554432,602,lfu,0.52545327,0.78200001
1000,33554432,602,lru,0.52408838,0.76099998
1000,33554432,603,lfu,0.80067688,0.82200003
1000,33554432,603,lru,0.80018878,0.81199998
1000,33554432,604,lfu,0.52632087,0.59100002
1000,33554432,604,lru,0.52721488,0.579
1000,33554432,605,lfu,0.61392862,0.70200002
1000,33554432,605,lru,0.61557281,0.69400001
1000,33554432,606,lfu,0.5157541,0.55000001
1000,33554432,606,lru,0.51260149,0.52600002
1000,33554432,607,lfu,0.49985033,0.56
1000,33554432,607,lru,0.49703562,0.53600001
1000,33554432,608,lfu,0.56970787,0.65600002
1000,33554432,608,lru,0.56293887,0.63099998
1000,33554432,609,lfu,0.50893414,0.54900002
1000,33554432,609,lru,0.50120932,0.51999998
1000,33554432,610,lfu,0.52744401,0.62400001
1000,33554432,610,lru,0.52555048,0.60100001
1000,33554432,611,lfu,0.54658926,0.616
1000,33554432,611,lru,0.54231942,0.57999998
1000,33554432,612,lfu,0.51888812,0.53799999
1000,33554432,612,lru,0.51799268,0.51599997
1000,33554432,613,lfu,0.51703387,0.59600002
1000,33554432,613,lru,0.51270008,0.56999999
1000,33554432,614,lfu,0.86051172,0.704
1000,33554432,614,lru,0.86033803,0.69599998
1000,33554432,615,lfu,0.53335035,0.59299999
1000,33554432,615,lru,0.52658319,0.55800003
1000,33554432,616,lfu,0.47353554,0.53500003
1000,33554432,616,lru,0.47459728,0.491
1000,33554432,617,lfu,0.52095437,0.57599998
1000,33554432,617,lru,0.51077902,0.54000002
1000,33554432,618,lfu,0.54536092,0.64499998
1000,33554432,618,lru,0.54119581,0.61699998
1000,33554432,619,lfu,0.49859929,0.54900002
1000,33554432,619,lru,0.50006539,0.537
1000,33554432,620,lfu,0.4901439,0.53299999
1000,33554432,620,lru,0.48613119,0.49700001
1000,33554432,621,lfu,0.49470055,0.56300002
1000,33554432,621,lru,0.49171591,0.528
1000,33554432,622,lfu,0.52558029,0.65200001
1000,33554432,622,lru,0.52400917,0.64399999
1000,33554432,623,lfu,0.51053137,0.56199998
1000,33554432,623,lru,0.50679833,0.537
1000,33554432,624,lfu,0.5133794,0.574
1000,33554432,624,lru,0.50819582,0.53399998
1000,33554432,625,lfu,0.54841846,0.61000001
1000,33554432,625,lru,0.55060482,0.60100001
1000,33554432,626,lfu,0.50473601,0.66100001
1000,33554432,626,lru,0.50777608,0.65899998
1000,33554432,627,lfu,0.50370944,0.52999997
1000,33554432,627,lru,0.50942737,0.51300001
1000,33554432,628,lfu,0.50933725,0.57300001
1000,33554432,628,lru,0.50383389,0.53299999
1000,33554432,629,lfu,0.66921121,0.833
1000,33554432,629,lru,0.66880816,0.83099997
1000,33554432,630,lfu,0.5282864,0.56400001
1000,33554432,630,lru,0.52822286,0.54000002
1000,33554432,631,lfu,0.53568935,0.72399998
1000,33554432,631,lru,0.53268105,0.71100003
1000,33554432,632,lfu,0.57128733,0.61900002
1000,33554432,632,lru,0.57856125,0.597
1000,33554432,633,lfu,0.50874668,0.57700002
1000,33554432,633,lru,0.50076097,0.52600002
1000,33554432,634,lfu,0.53534222,0.597
1000,33554432,634,lru,0.53502023,0.56199998
1000,33554432,635,lfu,0.60923737,0.708
1000,33554432,635,lru,0.60499585,0.69099998
1000,33554432,636,lfu,0.51261568,0.546
1000,33554432,636,lru,0.51147169,0.50800002
1000,33554432,637,lfu,0.51501465,0.56900001
1000,33554432,637,lru,0.50824285,0.52899998
1000,33554432,638,lfu,0.45875388,0.51899999
1000,33554432,638,lru,0.46668172,0.484
1000,33554432,639,lfu,0.51372218,0.59200001
1000,33554432,639,lru,0.51417679,0.546
1000,33554432,640,lfu,0.536991,0.62400001
1000,33554432,640,lru,0.54526871,0.61400002
1000,33554432,641,lfu,0.57314992,0.671
1000,33554432,641,lru,0.57752115,0.66100001
1000,33554432,642,lfu,0.52041924,0.58200002
1000,33554432,642,lru,0.50897914,0.52999997
1000,33554432,643,lfu,0.48438025,0.54100001
1000,33554432,643,lru,0.48142573,0.51300001
1000,33554432,644,lfu,0.687729,0.78200001
1000,33554432,644,lru,0.68333018,0.76599997
1000,33554432,645,lfu,0.49990064,0.542
1000,33554432,645,lru,0.49539718,0.51300001
1000,33554432,646,lfu,0.41361082,0.454
1000,33554432,646,lru,0.40742591,0.417
1000,33554432,647,lfu,0.44703785,0.52200001
1000,33554432,647,lru,0.43930754,0.491
1000,33554432,648,lfu,0.75700361,0.65700001
1000,33554432,648,lru,0.75400591,0.63800001
1000,33554432,649,lfu,0.55189472,0.71200001
1000,33554432,649,lru,0.54534411,0.69800001
1000,33554432,650,lfu,0.51067817,0.69300002
1000,33554432,650,lru,0.50549388,0.68000001
1000,33554432,651,lfu,0.61156577,0.713
1000,33554432,651,lru,0.61004192,0.69400001
1000,33554432,652,lfu,0.5787071,0.74400002
1000,33554432,652,lru,0.575508,0.73199999
1000,33554432,653,lfu,0.5311411,0.61000001
1000,33554432,653,lru,0.53002888,0.58700001
1000,33554432,654,lfu,0.53681606,0.60500002
1000,33554432,654,lru,0.5309965,0.57700002
1000,33554432,655,lfu,0.51140141,0.55900002
1000,33554432,655,lru,0.5114038,0.52899998
1000,33554432,656,lfu,0.5210014,0.57300001
1000,33554432,656,lru,0.52222145,0.54799998
1000,33554432,657,lfu,0.6203326,0.80000001
1000,33554432,657,lru,0.61823446,0.79500002
1000,33554432,658,lfu,0.50276566,0.58499998
1000,33554432,658,lru,0.49645653,0.55299997
1000,33554432,659,lfu,0.8410455,0.69499999
1000,33554432,659,lru,0.8401255,0.68699998
1000,33554432,660,lfu,0.56608498,0.64600003
1000,33554432,660,lru,0.55875331,0.61900002
1000,33554432,661,lfu,0.52204233,0.588
1000,33554432,661,lru,0.51438135,0.54900002
1000,33554432,662,lfu,0.63531429,0.727
1000,33554432,662,lru,0.63293487,0.71700001
1000,33554432,663,lfu,0.56804258,0.65100002
1000,33554432,663,lru,0.56275666,0.61799997
1000,33554432,664,lfu,0.50753433,0.55500001
1000,33554432,664,lru,0.5054701,0.528
1000,33554432,665,lfu,0.56017536,0.662
1000,33554432,665,lru,0.55890208,0.65200001
1000,33554432,666,lfu,0.5126487,0.583
1000,33554432,666,lru,0.50319862,0.54000002
1000,33554432,667,lfu,0.56834489,0.62199998
1000,33554432,667,lru,0.56873286,0.61199999
1000,33554432,668,lfu,0.57145894,0.72799999
1000,33554432,668,lru,0.56418604,0.72000003
1000,33554432,669,lfu,0.55621254,0.579
1000,33554432,669,lru,0.56138062,0.574
1000,33554432,670,lfu,0.51680708,0.574
1000,33554432,670,lru,0.51435834,0.54500002
1000,33554432,671,lfu,0.53672588,0.67699999
1000,33554432,671,lru,0.53828758,0.667
1000,33554432,672,lfu,0.49266365,0.50800002
1000,33554432,672,lru,0.51019758,0.50199997
1000,33554432,673,lfu,0.51710933,0.59200001
1000,33554432,673,lru,0.50324476,0.53799999
1000,33554432,674,lfu,0.35514536,0.44600001
1000,33554432,674,lru,0.35382405,0.43000001
1000,33554432,675,lfu,0.45893061,0.51499999
1000,33554432,675,lru,0.45687142,0.491
1000,33554432,676,lfu,0.52137578,0.58899999
1000,33554432,676,lru,0.52208483,0.54100001
1000,33554432,677,lfu,0.55704468,0.60699999
1000,33554432,677,lru,0.54445201,0.57499999
1000,33554432,678,lfu,0.49048913,0.51599997
1000,33554432,678,lru,0.49009147,0.493
1000,33554432,679,lfu,0.51560611,0.55699998
1000,33554432,679,lru,0.5143531,0.53600001
1000,33554432,680,lfu,0.51642525,0.56300002
1000,33554432,680,lru,0.51195258,0.52700001
1000,33554432,681,lfu,0.51854908,0.58600003
1000,33554432,681,lru,0.50769967,0.54100001
1000,33554432,682,lfu,0.74964231,0.685
1000,33554432,682,lru,0.75176346,0.676
1000,33554432,683,lfu,0.8034153,0.84600002
1000,33554432,683,lru,0.81285793,0.84200001
1000,33554432,684,lfu,0.49588001,0.55299997
1000,33554432,684,lru,0.48771411,0.51999998
1000,33554432,685,lfu,0.65382868,0.713
1000,33554432,685,lru,0.64480531,0.69499999
1000,33554432,686,lfu,0.54370427,0.68800002
1000,33554432,686,lru,0.53763783,0.67500001
1000,33554432,687,lfu,0.47678864,0.55000001
1000,33554432,687,lru,0.46649942,0.51499999
1000,33554432,688,lfu,0.51238406,0.56
1000,33554432,688,lru,0.51099801,0.53200001
1000,33554432,689,lfu,0.51946414,0.58600003
1000,33554432,689,lru,0.51537192,0.54699999
1000,33554432,690,lfu,0.53981,0.667
1000,33554432,690,lru,0.53670049,0.65799999
1000,33554432,691,lfu,0.38524696,0.472
1000,33554432,691,lru,0.3843576,0.44
1000,33554432,692,lfu,0.78830403,0.625
1000,33554432,692,lru,0.78547585,0.616
1000,33554432,693,lfu,0.48552784,0.55900002
1000,33554432,693,lru,0.48896682,0.551
1000,33554432,694,lfu,0.90870219,0.81199998
1000,33554432,694,lru,0.91050464,0.81800002
1000,33554432,695,lfu,0.52262729,0.708
1000,33554432,695,lru,0.52253425,0.69800001
1000,33554432,696,lfu,0.91707057,0.94
1000,33554432,696,lru,0.91707057,0.94
1000,33554432,697,lfu,0.86548895,0.70700002
1000,33554432,697,lru,0.86525047,0.704
1000,33554432,698,lfu,0.54906535,0.58499998
1000,33554432,698,lru,0.53235233,0.55000001
1000,33554432,699,lfu,0.50712717,0.54900002
1000,33554432,699,lru,0.50369352,0.51999998
1000,33554432,700,lfu,0.50218809,0.60100001
1000,33554432,700,lru,0.49031851,0.54000002
1000,33554432,701,lfu,0.50322098,0.59399998
1000,33554432,701,lru,0.50026143,0.55400002
1000,33554432,702,lfu,0.5762772,0.62699997
1000,33554432,702,lru,0.57746446,0.60900003
1000,33554432,703,lfu,0.50205719,0.55500001
1000,33554432,703,lru,0.493411,0.52200001
1000,33554432,704,lfu,0.56087524,0.60900003
1000,33554432,704,lru,0.56546372,0.59799999
1000,33554432,705,lfu,0.54916209,0.611
1000,33554432,705,lru,0.54248375,0.58200002
1000,33554432,706,lfu,0.44205546,0.602
1000,33554432,706,lru,0.43844157,0.57999998
1000,33554432,707,lfu,0.51287627,0.54699999
1000,33554432,707,lru,0.5093118,0.52200001
1000,33554432,708,lfu,0.52562743,0.59200001
1000,33554432,708,lru,0.52461004,0.55900002
1000,33554432,709,lfu,0.50003862,0.54799998
1000,33554432,709,lru,0.49656171,0.514
1000,33554432,710,lfu,0.6288389,0.53100002
1000,33554432,710,lru,0.62728149,0.51999998
1000,33554432,711,lfu,0.44985801,0.50199997
1000,33554432,711,lru,0.44689322,0.47499999
1000,33554432,712,lfu,0.596295,0.63999999
1000,33554432,712,lru,0.59529358,0.62099999
1000,33554432,713,lfu,0.57118148,0.67699999
1000,33554432,713,lru,0.5631097,0.65200001
1000,33554432,714,lfu,0.60080689,0.72299999
1000,33554432,714,lru,0.59549129,0.69999999
1000,33554432,715,lfu,0.61907297,0.65899998
1000,33554432,715,lru,0.62265009,0.64399999
1000,33554432,716,lfu,0.46520984,0.56
1000,33554432,716,lru,0.46495038,0.52999997
1000,33554432,717,lfu,0.94220573,0.96100003
1000,33554432,717,lru,0.94220573,0.96100003
1000,33554432,718,lfu,0.5754323,0.866
1000,33554432,718,lru,0.57346165,0.86199999
1000,33554432,719,lfu,0.4930647,0.55500001
1000,33554432,719,lru,0.48573783,0.52499998
1000,33554432,720,lfu,0.77835584,0.86900002
1000,33554432,720,lru,0.7767396,0.866
1000,33554432,721,lfu,0.49585164,0.68599999
1000,33554432,721,lru,0.48929676,0.653
1000,33554432,722,lfu,0.47982484,0.57700002
1000,33554432,722,lru,0.47535467,0.537
1000,33554432,723,lfu,0.70180285,0.64999998
1000,33554432,723,lru,0.70122683,0.64499998
1000,33554432,724,lfu,0.51502067,0.57499999
1000,33554432,724,lru,0.50760871,0.53500003
1000,33554432,725,lfu,0.56574106,0.65799999
1000,33554432,725,lru,0.56479728,0.64300001
1000,33554432,726,lfu,0.530384,0.57700002
1000,33554432,726,lru,0.52284509,0.55199999
1000,33554432,727,lfu,0.51428175,0.579
1000,33554432,727,lru,0.51210701,0.54100001
1000,33554432,728,lfu,0.66714239,0.83499998
1000,33554432,728,lru,0.66697818,0.83399999
1000,33554432,729,lfu,0.51493144,0.57800001
1000,33554432,729,lru,0.52041328,0.55199999
1000,33554432,730,lfu,0.56493419,0.69099998
1000,33554432,730,lru,0.5607053,0.68099999
1000,33554432,731,lfu,0.50790131,0.597
1000,33554432,731,lru,0.50257212,0.565
1000,33554432,732,lfu,0.51164669,0.55599999
1000,33554432,732,lru,0.50206596,0.52100003
1000,33554432,733,lfu,0.56341046,0.63499999
1000,33554432,733,lru,0.55780673,0.60900003
1000,33554432,734,lfu,0.50722915,0.55699998
1000,33554432,734,lru,0.51166546,0.53600001
1000,33554432,735,lfu,0.5168525,0.57200003
1000,33554432,735,lru,0.50925076,0.53899997
1000,33554432,736,lfu,0.53296471,0.65799999
1000,33554432,736,lru,0.52942228,0.63300002
1000,33554432,737,lfu,0.50619292,0.509
1000,33554432,737,lru,0.516801,0.50099999
1000,33554432,738,lfu,0.50448161,0.53600001
1000,33554432,738,lru,0.49964255,0.51200002
1000,33554432,739,lfu,0.51148272,0.55500001
1000,33554432,739,lru,0.50537592,0.53500003
1000,33554432,740,lfu,0.50707895,0.56999999
1000,33554432,740,lru,0.51376802,0.52600002
1000,33554432,741,lfu,0.51534468,0.58099997
1000,33554432,741,lru,0.50805539,0.53299999
1000,33554432,742,lfu,0.51498514,0.57800001
1000,33554432,742,lru,0.50935787,0.53500003
1000,33554432,743,lfu,0.52584994,0.65499997
1000,33554432,743,lru,0.52302796,0.64300001
1000,33554432,744,lfu,0.42593747,0.51700002
1000,33554432,744,lru,0.42164904,0.49200001
1000,33554432,745,lfu,0.78782064,0.64700001
1000,33554432,745,lru,0.78727663,0.63599998
1000,33554432,746,lfu,0.51177132,0.64999998
1000,33554432,746,lru,0.50718743,0.63499999
1000,33554432,747,lfu,0.52035379,0.57599998
1000,33554432,747,lru,0.51618671,0.55000001
1000,33554432,748,lfu,0.92053205,0.90200001
1000,33554432,748,lru,0.92784983,0.90100002
1000,33554432,749,lfu,0.83639795,0.63499999
1000,33554432,749,lru,0.82446766,0.60799998
1000,33554432,750,lfu,0.58705491,0.61299998
1000,33554432,750,lru,0.59746975,0.60600001
1000,33554432,751,lfu,0.58000684,0.63999999
1000,33554432,751,lru,0.58307236,0.62900001
1000,33554432,752,lfu,0.52046764,0.60299999
1000,33554432,752,lru,0.52513868,0.59299999
1000,33554432,753,lfu,0.93956637,0.88800001
1000,33554432,753,lru,0.93956637,0.88800001
1000,33554432,754,lfu,0.5091666,0.57099998
1000,33554432,754,lru,0.50438404,0.53600001
1000,33554432,755,lfu,0.48706558,0.50099999
1000,33554432,755,lru,0.48600259,0.48800001
1000,33554432,756,lfu,0.49886963,0.56300002
1000,33554432,756,lru,0.49659282,0.53299999
1000,33554432,757,lfu,0.71115273,0.68000001
1000,33554432,757,lru,0.67177743,0.66799998
1000,33554432,758,lfu,0.51170403,0.57499999
1000,33554432,758,lru,0.50629121,0.53100002
1000,33554432,759,lfu,0.53023887,0.60299999
1000,33554432,759,lru,0.52623349,0.55699998
1000,33554432,760,lfu,0.50898898,0.60600001
1000,33554432,760,lru,0.50104916,0.56800002
1000,33554432,761,lfu,0.51561958,0.56800002
1000,33554432,761,lru,0.50655633,0.54000002
1000,33554432,762,lfu,0.78601432,0.86000001
1000,33554432,762,lru,0.78334951,0.85399997
1000,33554432,763,lfu,0.55446261,0.67000002
1000,33554432,763,lru,0.56626272,0.64099997
1000,33554432,764,lfu,0.51685661,0.72000003
1000,33554432,764,lru,0.52163851,0.71899998
1000,33554432,765,lfu,0.40925759,0.44100001
1000,33554432,765,lru,0.40681189,0.41299999
1000,33554432,766,lfu,0.50549376,0.56900001
1000,33554432,766,lru,0.50037348,0.52999997
1000,33554432,767,lfu,0.70959568,0.72500002
1000,33554432,767,lru,0.71110219,0.72000003
1000,33554432,768,lfu,0.49481383,0.509
1000,33554432,768,lru,0.49976718,0.49900001
1000,33554432,769,lfu,0.8082872,0.91600001
1000,33554432,769,lru,0.80493128,0.91500002
1000,33554432,770,lfu,0.81349427,0.79799998
1000,33554432,770,lru,0.81225801,0.79299998
1000,33554432,771,lfu,0.51336789,0.551
1000,33554432,771,lru,0.51988935,0.52899998
1000,33554432,772,lfu,0.52147299,0.59200001
1000,33554432,772,lru,0.51637131,0.57599998
1000,33554432,773,lfu,0.5472098,0.611
1000,33554432,773,lru,0.54510075,0.59299999
1000,33554432,774,lfu,0.94386691,0.84899998
1000,33554432,774,lru,0.94386691,0.84899998
1000,33554432,775,lfu,0.58113205,0.69099998
1000,33554432,775,lru,0.57480019,0.67400002
1000,33554432,776,lfu,0.86342549,0.85600001
1000,33554432,776,lru,0.86240751,0.85399997
1000,33554432,777,lfu,0.90186834,0.88700002
1000,33554432,777,lru,0.90171164,0.884
1000,33554432,778,lfu,0.40862876,0.47999999
1000,33554432,778,lru,0.40531963,0.45100001
1000,33554432,779,lfu,0.54549497,0.60900003
1000,33554432,779,lru,0.55740696,0.588
1000,33554432,780,lfu,0.48401588,0.56900001
1000,33554432,780,lru,0.49741405,0.53100002
1000,33554432,781,lfu,0.52193415,0.60900003
1000,33554432,781,lru,0.51940793,0.588
1000,33554432,782,lfu,0.50210875,0.54000002
1000,33554432,782,lru,0.49560887,0.509
1000,33554432,783,lfu,0.83972615,0.84799999
1000,33554432,783,lru,0.83966762,0.84200001
1000,33554432,784,lfu,0.51025146,0.55699998
1000,33554432,784,lru,0.50378352,0.52600002
1000,33554432,785,lfu,0.46295223,0.551
1000,33554432,785,lru,0.48499745,0.51499999
1000,33554432,786,lfu,0.50273353,0.56400001
1000,33554432,786,lru,0.5005936,0.551
1000,33554432,787,lfu,0.50770968,0.57099998
1000,33554432,787,lru,0.50416297,0.53799999
1000,33554432,788,lfu,0.58343965,0.62
1000,33554432,788,lru,0.58601892,0.60399997
1000,33554432,789,lfu,0.50991303,0.55500001
1000,33554432,789,lru,0.50192493,0.52200001
1000,33554432,790,lfu,0.40722072,0.509
1000,33554432,790,lru,0.41072106,0.498
1000,33554432,791,lfu,0.67290986,0.70999998
1000,33554432,791,lru,0.68441093,0.699
1000,33554432,792,lfu,0.82321608,0.90399998
1000,33554432,792,lru,0.82232112,0.89899999
1000,33554432,793,lfu,0.80577058,0.85799998
1000,33554432,793,lru,0.80389756,0.85500002
1000,33554432,794,lfu,0.60361344,0.77499998
1000,33554432,794,lru,0.59989822,0.76599997
1000,33554432,795,lfu,0.44659156,0.51999998
1000,33554432,795,lru,0.44256839,0.48899999
1000,33554432,796,lfu,0.51396412,0.56099999
1000,33554432,796,lru,0.51027995,0.52899998
1000,33554432,797,lfu,0.34900326,0.442
1000,33554432,797,lru,0.35107484,0.42399999
1000,33554432,798,lfu,0.57287931,0.662
1000,33554432,798,lru,0.56975573,0.64399999
1000,33554432,799,lfu,0.4789435,0.537
1000,33554432,799,lru,0.4774721,0.51700002
1000,33554432,800,lfu,0.504435,0.546
1000,33554432,800,lru,0.49742615,0.51499999
1000,33554432,801,lfu,0.51839757,0.57300001
1000,33554432,801,lru,0.51211894,0.54100001
1000,33554432,802,lfu,0.93602395,0.912
1000,33554432,802,lru,0.93671149,0.91100001
1000,33554432,803,lfu,0.48751825,0.56099999
1000,33554432,803,lru,0.50088155,0.52999997
1000,33554432,804,lfu,0.85807097,0.72100002
1000,33554432,804,lru,0.85819119,0.70899999
1000,33554432,805,lfu,0.51048809,0.55500001
1000,33554432,805,lru,0.50228858,0.52200001
1000,33554432,806,lfu,0.66464382,0.82800001
1000,33554432,806,lru,0.6630854,0.82499999
1000,33554432,807,lfu,0.7733655,0.78899997
1000,33554432,807,lru,0.77237552,0.78399998
1000,33554432,808,lfu,0.52687305,0.61000001
1000,33554432,808,lru,0.51590365,0.55199999
1000,33554432,809,lfu,0.49596184,0.60000002
1000,33554432,809,lru,0.49657348,0.59399998
1000,33554432,810,lfu,0.66058922,0.68099999
1000,33554432,810,lru,0.65664589,0.67000002
1000,33554432,811,lfu,0.51919973,0.57800001
1000,33554432,811,lru,0.51150417,0.54400003
1000,33554432,812,lfu,0.70987052,0.72600001
1000,33554432,812,lru,0.7059409,0.71100003
1000,33554432,813,lfu,0.51253968,0.57800001
1000,33554432,813,lru,0.50735354,0.54299998
1000,33554432,814,lfu,0.75620526,0.86500001
1000,33554432,814,lru,0.75710094,0.86299998
1000,33554432,815,lfu,0.54617488,0.64200002
1000,33554432,815,lru,0.54252309,0.62699997
1000,33554432,816,lfu,0.63404274,0.67799997
1000,33554432,816,lru,0.6286996,0.66100001
1000,33554432,817,lfu,0.51173323,0.61199999
1000,33554432,817,lru,0.51560897,0.58499998
1000,33554432,818,lfu,0.50860232,0.56599998
1000,33554432,818,lru,0.49788475,0.52200001
1000,33554432,819,lfu,0.70860285,0.82200003
1000,33554432,819,lru,0.70752299,0.81699997
1000,33554432,820,lfu,0.53356558,0.56800002
1000,33554432,820,lru,0.51770717,0.53100002
1000,33554432,821,lfu,0.53846848,0.60500002
1000,33554432,821,lru,0.52797967,0.57200003
1000,33554432,822,lfu,0.51135731,0.625
1000,33554432,822,lru,0.50599569,0.60100001
1000,33554432,823,lfu,0.6530323,0.73299998
1000,33554432,823,lru,0.64684051,0.72000003
1000,33554432,824,lfu,0.51101345,0.57200003
1000,33554432,824,lru,0.50553626,0.52100003
1000,33554432,825,lfu,0.5727973,0.62599999
1000,33554432,825,lru,0.57309085,0.60900003
1000,33554432,826,lfu,0.52622151,0.60500002
1000,33554432,826,lru,0.52454084,0.579
1000,33554432,827,lfu,0.92037457,0.889
1000,33554432,827,lru,0.91939884,0.884
1000,33554432,828,lfu,0.51100528,0.58399999
1000,33554432,828,lru,0.4996877,0.54000002
1000,33554432,829,lfu,0.5296123,0.597
1000,33554432,829,lru,0.53274399,0.54799998
1000,33554432,830,lfu,0.38704398,0.447
1000,33554432,830,lru,0.39649299,0.43099999
1000,33554432,831,lfu,0.51813972,0.57999998
1000,33554432,831,lru,0.50865763,0.53799999
1000,33554432,832,lfu,0.53833878,0.61199999
1000,33554432,832,lru,0.52651906,0.57800001
1000,33554432,833,lfu,0.55590677,0.63499999
1000,33554432,833,lru,0.55923146,0.58899999
1000,33554432,834,lfu,0.54598218,0.59200001
1000,33554432,834,lru,0.54960603,0.57499999
1000,33554432,835,lfu,0.73972994,0.79699999
1000,33554432,835,lru,0.73858178,0.78899997
1000,33554432,836,lfu,0.53001744,0.65200001
1000,33554432,836,lru,0.52397341,0.63700002
1000,33554432,837,lfu,0.50769264,0.63499999
1000,33554432,837,lru,0.50151551,0.60900003
1000,33554432,838,lfu,0.56857824,0.63099998
1000,33554432,838,lru,0.56242973,0.60900003
1000,33554432,839,lfu,0.53004229,0.57499999
1000,33554432,839,lru,0.52927476,0.55800003
1000,33554432,840,lfu,0.49656206,0.51499999
1000,33554432,840,lru,0.49724928,0.50099999
1000,33554432,841,lfu,0.51230109,0.55199999
1000,33554432,841,lru,0.50849491,0.52399999
1000,33554432,842,lfu,0.37971389,0.43700001
1000,33554432,842,lru,0.3768087,0.40900001
1000,33554432,843,lfu,0.53595531,0.60900003
1000,33554432,843,lru,0.5405243,0.59399998
1000,33554432,844,lfu,0.55910987,0.63099998
1000,33554432,844,lru,0.55233651,0.59299999
1000,33554432,845,lfu,0.54041475,0.70700002
1000,33554432,845,lru,0.54322463,0.69999999
1000,33554432,846,lfu,0.68744946,0.634
1000,33554432,846,lru,0.68256813,0.60500002
