length,size,file_num,cache,BHR,OHR
1000,10485760,189,lfu,0.68370914,0.74699998
1000,10485760,189,lru,0.68487155,0.74699998
1000,10485760,190,lfu,0.35849896,0.51300001
1000,10485760,190,lru,0.36078203,0.50300002
1000,10485760,191,lfu,0.39429227,0.59799999
1000,10485760,191,lru,0.39092803,0.57499999
1000,10485760,192,lfu,0.38472196,0.54799998
1000,10485760,192,lru,0.38005608,0.51700002
1000,10485760,193,lfu,0.48200953,0.653
1000,10485760,193,lru,0.47948363,0.648
1000,10485760,194,lfu,0.34914383,0.50300002
1000,10485760,194,lru,0.35339239,0.491
1000,10485760,195,lfu,0.28097644,0.52600002
1000,10485760,195,lru,0.27773902,0.49700001
1000,10485760,196,lfu,0.33535194,0.48300001
1000,10485760,196,lru,0.33842447,0.47099999
1000,10485760,197,lfu,0.31920037,0.55500001
1000,10485760,197,lru,0.31358033,0.51300001
1000,10485760,198,lfu,0.41365987,0.53500003
1000,10485760,198,lru,0.41197449,0.51300001
1000,10485760,199,lfu,0.34053126,0.51099998
1000,10485760,199,lru,0.34460092,0.49700001
1000,10485760,200,lfu,0.34637281,0.41499999
1000,10485760,200,lru,0.34743574,0.40900001
1000,10485760,201,lfu,0.62726134,0.62199998
1000,10485760,201,lru,0.58184999,0.60900003
1000,10485760,202,lfu,0.31459612,0.51599997
1000,10485760,202,lru,0.31128681,0.49599999
1000,10485760,203,lfu,0.41122633,0.59600002
1000,10485760,203,lru,0.41076311,0.58399999
1000,10485760,204,lfu,0.5635981,0.73000002
1000,10485760,204,lru,0.56188697,0.72500002
1000,10485760,205,lfu,0.36528453,0.58999997
1000,10485760,205,lru,0.36340076,0.57599998
1000,10485760,206,lfu,0.65199071,0.69499999
1000,10485760,206,lru,0.64793897,0.67199999
1000,10485760,207,lfu,0.39076248,0.53200001
1000,10485760,207,lru,0.38474482,0.50800002
1000,10485760,208,lfu,0.56367731,0.611
1000,10485760,208,lru,0.5651843,0.59299999
1000,10485760,209,lfu,0.49689174,0.59500003
1000,10485760,209,lru,0.47183609,0.52600002
1000,10485760,210,lfu,0.31646982,0.51499999
1000,10485760,210,lru,0.31651366,0.509
1000,10485760,211,lfu,0.44075781,0.51499999
1000,10485760,211,lru,0.4393442,0.50800002
1000,10485760,212,lfu,0.41038212,0.57099998
1000,10485760,212,lru,0.41301125,0.56400001
1000,10485760,213,lfu,0.35863614,0.542
1000,10485760,213,lru,0.35388139,0.514
1000,10485760,214,lfu,0.40096337,0.56699997
1000,10485760,214,lru,0.39310542,0.51800001
1000,10485760,215,lfu,0.30067426,0.50800002
1000,10485760,215,lru,0.30493635,0.5
1000,10485760,216,lfu,0.37345994,0.44499999
1000,10485760,216,lru,0.37166229,0.433
1000,10485760,217,lfu,0.40471074,0.52600002
1000,10485760,217,lru,0.40356466,0.50400001
1000,10485760,218,lfu,0.37900659,0.59600002
1000,10485760,218,lru,0.37424213,0.579
1000,10485760,219,lfu,0.41694528,0.704
1000,10485760,219,lru,0.41184643,0.69400001
1000,10485760,220,lfu,0.36355475,0.47499999
1000,10485760,220,lru,0.36242965,0.46799999
1000,10485760,221,lfu,0.48051688,0.60699999
1000,10485760,221,lru,0.4787586,0.597
1000,10485760,222,lfu,0.36969125,0.60100001
1000,10485760,222,lru,0.36876017,0.59200001
1000,10485760,223,lfu,0.4055841,0.59399998
1000,10485760,223,lru,0.40513355,0.58600003
1000,10485760,224,lfu,0.40702564,0.52600002
1000,10485760,224,lru,0.40360028,0.50999999
1000,10485760,225,lfu,0.40878069,0.54900002
1000,10485760,225,lru,0.40873227,0.53600001
1000,10485760,226,lfu,0.34151152,0.63099998
1000,10485760,226,lru,0.33995283,0.625
1000,10485760,227,lfu,0.46271852,0.57999998
1000,10485760,227,lru,0.45495889,0.54400003
1000,10485760,228,lfu,0.37753963,0.47999999
1000,10485760,228,lru,0.3785876,0.472
1000,10485760,229,lfu,0.58302546,0.523
1000,10485760,229,lru,0.58109456,0.51599997
1000,10485760,230,lfu,0.34518319,0.51599997
1000,10485760,230,lru,0.34453824,0.50300002
1000,10485760,231,lfu,0.4125374,0.565
1000,10485760,231,lru,0.4080449,0.54799998
1000,10485760,232,lfu,0.43331769,0.56800002
1000,10485760,232,lru,0.43113986,0.55900002
1000,10485760,233,lfu,0.44188109,0.55000001
1000,10485760,233,lru,0.43932083,0.53399998
1000,10485760,234,lfu,0.30448818,0.52200001
1000,10485760,234,lru,0.30346996,0.505
1000,10485760,235,lfu,0.44098771,0.54100001
1000,10485760,235,lru,0.43200514,0.50700003
1000,10485760,236,lfu,0.34832588,0.52600002
1000,10485760,236,lru,0.34636948,0.51599997
1000,10485760,237,lfu,0.43733147,0.51099998
1000,10485760,237,lru,0.43783444,0.49900001
1000,10485760,238,lfu,0.34337831,0.47099999
1000,10485760,238,lru,0.34260425,0.46399999
1000,10485760,239,lfu,0.28901497,0.54100001
1000,10485760,239,lru,0.28624222,0.51599997
1000,10485760,240,lfu,0.42796251,0.71399999
1000,10485760,240,lru,0.42738548,0.71100003
1000,10485760,241,lfu,0.33159897,0.51899999
1000,10485760,241,lru,0.32801977,0.5
1000,10485760,242,lfu,0.43627399,0.53299999
1000,10485760,242,lru,0.43941554,0.509
1000,10485760,243,lfu,0.85226065,0.84100002
1000,10485760,243,lru,0.85019988,0.82999998
1000,10485760,244,lfu,0.36646062,0.58600003
1000,10485760,244,lru,0.36446363,0.56999999
1000,10485760,245,lfu,0.37108609,0.52200001
1000,10485760,245,lru,0.37624094,0.50999999
1000,10485760,246,lfu,0.72174591,0.86199999
1000,10485760,246,lru,0.71644169,0.84899998
1000,10485760,247,lfu,0.62019193,0.83399999
1000,10485760,247,lru,0.61641979,0.81999999
1000,10485760,248,lfu,0.41707718,0.60600001
1000,10485760,248,lru,0.4098818,0.57300001
1000,10485760,249,lfu,0.31408694,0.45899999
1000,10485760,249,lru,0.31604123,0.45500001
1000,10485760,250,lfu,0.47026315,0.57999998
1000,10485760,250,lru,0.45960408,0.546
1000,10485760,251,lfu,0.91901982,0.759
1000,10485760,251,lru,0.91520441,0.72100002
1000,10485760,252,lfu,0.52896076,0.69
1000,10485760,252,lru,0.52465826,0.68099999
1000,10485760,253,lfu,0.37269101,0.61400002
1000,10485760,253,lru,0.37195021,0.60699999
1000,10485760,254,lfu,0.42613038,0.54799998
1000,10485760,254,lru,0.42289191,0.52600002
1000,10485760,255,lfu,0.42369613,0.52600002
1000,10485760,255,lru,0.41843411,0.50300002
1000,10485760,256,lfu,0.43919525,0.551
1000,10485760,256,lru,0.43183246,0.53600001
1000,10485760,257,lfu,0.39133501,0.537
1000,10485760,257,lru,0.38909465,0.51800001
1000,10485760,258,lfu,0.51538438,0.61799997
1000,10485760,258,lru,0.51687968,0.61299998
1000,10485760,259,lfu,0.29510039,0.51499999
1000,10485760,259,lru,0.29316032,0.49200001
1000,10485760,260,lfu,0.49980274,0.72399998
1000,10485760,260,lru,0.50297171,0.71399999
1000,10485760,261,lfu,0.70125598,0.73500001
1000,10485760,261,lru,0.70721883,0.72600001
1000,10485760,262,lfu,0.414047,0.542
1000,10485760,262,lru,0.41036826,0.51300001
1000,10485760,263,lfu,0.32883742,0.52499998
1000,10485760,263,lru,0.32342732,0.50099999
1000,10485760,264,lfu,0.48132744,0.54799998
1000,10485760,264,lru,0.47724736,0.53799999
1000,10485760,265,lfu,0.33712977,0.61000001
1000,10485760,265,lru,0.33569035,0.597
1000,10485760,266,lfu,0.66823387,0.73799998
1000,10485760,266,lru,0.67209351,0.736
1000,10485760,267,lfu,0.35779309,0.546
1000,10485760,267,lru,0.35668629,0.51599997
1000,10485760,268,lfu,0.59025854,0.77100003
1000,10485760,268,lru,0.59144151,0.764
1000,10485760,269,lfu,0.67439008,0.62599999
1000,10485760,269,lru,0.58716899,0.61500001
1000,10485760,270,lfu,0.37479526,0.53500003
1000,10485760,270,lru,0.37394515,0.51099998
1000,10485760,271,lfu,0.45542115,0.54799998
1000,10485760,271,lru,0.45593962,0.54100001
1000,10485760,272,lfu,0.71477968,0.83700001
1000,10485760,272,lru,0.7123965,0.824
1000,10485760,273,lfu,0.81599343,0.84299999
1000,10485760,273,lru,0.81384128,0.83600003
1000,10485760,274,lfu,0.56950384,0.88
1000,10485760,274,lru,0.57939517,0.875
1000,10485760,275,lfu,0.45103049,0.58499998
1000,10485760,275,lru,0.44129291,0.53899997
1000,10485760,276,lfu,0.36783287,0.48100001
1000,10485760,276,lru,0.36895034,0.45899999
1000,10485760,277,lfu,0.54212803,0.67500001
1000,10485760,277,lru,0.5454129,0.66900003
1000,10485760,278,lfu,0.46980548,0.57099998
1000,10485760,278,lru,0.46779341,0.55199999
1000,10485760,279,lfu,0.37766242,0.528
1000,10485760,279,lru,0.37328544,0.50300002
1000,10485760,280,lfu,0.55214947,0.66100001
1000,10485760,280,lru,0.55097169,0.648
1000,10485760,281,lfu,0.29646689,0.56900001
1000,10485760,281,lru,0.3083345,0.55400002
1000,10485760,282,lfu,0.2884326,0.405
1000,10485760,282,lru,0.28967607,0.40099999
1000,10485760,283,lfu,0.2694988,0.51300001
1000,10485760,283,lru,0.26748613,0.48199999
1000,10485760,284,lfu,0.46473175,0.60600001
1000,10485760,284,lru,0.45948613,0.58999997
1000,10485760,285,lfu,0.27780914,0.40200001
1000,10485760,285,lru,0.28202724,0.396
1000,10485760,286,lfu,0.39805338,0.62300003
1000,10485760,286,lru,0.40129539,0.62
1000,10485760,287,lfu,0.79531294,0.80699998
1000,10485760,287,lru,0.79224169,0.79500002
1000,10485760,288,lfu,0.69837499,0.80000001
1000,10485760,288,lru,0.69573611,0.796
