length,cache size,datatype,red. length,neigh. num,train score,test score
10000,134217728,['size' 'time'],5,5,0.88,0.36857142857142855
10000,134217728,['size' 'time'],5,6,0.8833333333333333,0.3757142857142857
10000,134217728,['size' 'time'],5,7,0.86,0.3585714285714286
10000,134217728,['size' 'time'],5,8,0.8533333333333334,0.35714285714285715
10000,134217728,['size' 'time'],5,9,0.84,0.35428571428571426
10000,134217728,['size' 'time'],5,10,0.8033333333333333,0.36
10000,268435456,['size' 'time'],5,1,1.0,0.4714285714285714
10000,268435456,['size' 'time'],5,2,0.9833333333333333,0.4785714285714286
10000,268435456,['size' 'time'],5,3,0.9733333333333334,0.45285714285714285
10000,268435456,['size' 'time'],5,4,0.97,0.45285714285714285
10000,268435456,['size' 'time'],5,5,0.9366666666666666,0.4442857142857143
10000,268435456,['size' 'time'],5,6,0.9266666666666666,0.44857142857142857
10000,268435456,['size' 'time'],5,7,0.9233333333333333,0.44285714285714284
10000,268435456,['size' 'time'],5,8,0.9066666666666666,0.45285714285714285
10000,268435456,['size' 'time'],5,9,0.88,0.44857142857142857
10000,268435456,['size' 'time'],5,10,0.8766666666666667,0.44857142857142857
10000,10485760,['size'],5,1,1.0,0.49857142857142855
10000,10485760,['size'],5,2,0.99,0.5242857142857142
10000,10485760,['size'],5,3,0.9833333333333333,0.5628571428571428
10000,10485760,['size'],5,4,0.9833333333333333,0.5514285714285714
10000,10485760,['size'],5,5,0.9833333333333333,0.5685714285714286
10000,10485760,['size'],5,6,0.9766666666666667,0.5671428571428572
10000,10485760,['size'],5,7,0.97,0.57
10000,10485760,['size'],5,8,0.9633333333333334,0.5714285714285714
10000,10485760,['size'],5,9,0.9666666666666667,0.5857142857142857
10000,10485760,['size'],5,10,0.9533333333333334,0.5885714285714285
10000,33554432,['size'],5,1,1.0,0.5142857142857142
10000,33554432,['size'],5,2,0.9866666666666667,0.49142857142857144
10000,33554432,['size'],5,3,0.9733333333333334,0.5342857142857143
10000,33554432,['size'],5,4,0.9666666666666667,0.54
10000,33554432,['size'],5,5,0.9333333333333333,0.58
10000,33554432,['size'],5,6,0.9333333333333333,0.5614285714285714
10000,33554432,['size'],5,7,0.9066666666666666,0.61
10000,33554432,['size'],5,8,0.9033333333333333,0.5985714285714285
10000,33554432,['size'],5,9,0.8733333333333333,0.6228571428571429
10000,33554432,['size'],5,10,0.87,0.6257142857142857
10000,67108864,['size'],5,1,1.0,0.4114285714285714
10000,67108864,['size'],5,2,0.9933333333333333,0.41285714285714287
10000,67108864,['size'],5,3,0.9833333333333333,0.4014285714285714
10000,67108864,['size'],5,4,0.96,0.41
