length,size,datatype,NeighNum,test_score,dim,NN_test_score
1000,33554432,['size'],4,0.5357142857142857,5,0.4885714285714286
1000,33554432,['size'],4,0.5357142857142857,10,0.45
1000,33554432,['size'],4,0.5357142857142857,20,0.36857142857142855
1000,33554432,['size'],4,0.5357142857142857,100,0.3257142857142857
1000,33554432,['size'],5,0.65,5,0.4971428571428572
1000,33554432,['size'],5,0.65,10,0.4657142857142857
1000,33554432,['size'],5,0.65,20,0.3871428571428571
1000,33554432,['size'],5,0.65,100,0.3557142857142857
1000,33554432,['size'],6,0.5957142857142858,5,0.5071428571428571
1000,33554432,['size'],6,0.5957142857142858,10,0.4585714285714286
1000,33554432,['size'],6,0.5957142857142858,20,0.3857142857142857
1000,33554432,['size'],6,0.5957142857142858,100,0.35428571428571426
1000,33554432,['size'],7,0.6585714285714286,5,0.5142857142857142
1000,33554432,['size'],7,0.6585714285714286,10,0.4671428571428571
1000,33554432,['size'],7,0.6585714285714286,20,0.39
1000,33554432,['size'],7,0.6585714285714286,100,0.35428571428571426
1000,33554432,['size'],8,0.6285714285714286,5,0.5085714285714286
1000,33554432,['size'],8,0.6285714285714286,10,0.4742857142857143
1000,33554432,['size'],8,0.6285714285714286,20,0.3914285714285714
1000,33554432,['size'],8,0.6285714285714286,100,0.35714285714285715
1000,33554432,['size'],9,0.67,5,0.5157142857142857
1000,33554432,['size'],9,0.67,10,0.4757142857142857
1000,33554432,['size'],9,0.67,20,0.4057142857142857
1000,33554432,['size'],9,0.67,100,0.3557142857142857
1000,33554432,['size'],10,0.6157142857142858,5,0.52
1000,33554432,['size'],10,0.6157142857142858,10,0.4757142857142857
1000,33554432,['size'],10,0.6157142857142858,20,0.4071428571428571
1000,33554432,['size'],10,0.6157142857142858,100,0.3528571428571429
1000,33554432,['time'],1,0.62,5,0.5442857142857143
1000,33554432,['time'],1,0.62,10,0.5814285714285714
1000,33554432,['time'],1,0.62,20,0.59
1000,33554432,['time'],1,0.62,100,0.6042857142857143
1000,33554432,['time'],2,0.5542857142857143,5,0.5157142857142857
1000,33554432,['time'],2,0.5542857142857143,10,0.53
1000,33554432,['time'],2,0.5542857142857143,20,0.5328571428571428
1000,33554432,['time'],2,0.5542857142857143,100,0.5271428571428571
1000,33554432,['time'],3,0.6542857142857142,5,0.6157142857142858
1000,33554432,['time'],3,0.6542857142857142,10,0.6357142857142857
1000,33554432,['time'],3,0.6542857142857142,20,0.6385714285714286
1000,33554432,['time'],3,0.6542857142857142,100,0.6457142857142857
1000,33554432,['time'],4,0.6242857142857143,5,0.5785714285714286
1000,33554432,['time'],4,0.6242857142857143,10,0.6
1000,33554432,['time'],4,0.6242857142857143,20,0.5971428571428572
1000,33554432,['time'],4,0.6242857142857143,100,0.6257142857142857
1000,33554432,['time'],5,0.6714285714285714,5,0.6485714285714286
1000,33554432,['time'],5,0.6714285714285714,10,0.66
1000,33554432,['time'],5,0.6714285714285714,20,0.6657142857142857
1000,33554432,['time'],5,0.6714285714285714,100,0.6642857142857143
1000,33554432,['time'],6,0.6542857142857142,5,0.6214285714285714
1000,33554432,['time'],6,0.6542857142857142,10,0.6514285714285715
1000,33554432,['time'],6,0.6542857142857142,20,0.66
1000,33554432,['time'],6,0.6542857142857142,100,0.6471428571428571
1000,33554432,['time'],7,0.68,5,0.6671428571428571
1000,33554432,['time'],7,0.68,10,0.6771428571428572
1000,33554432,['time'],7,0.68,20,0.6985714285714286
1000,33554432,['time'],7,0.68,100,0.6842857142857143
1000,33554432,['time'],8,0.6771428571428572,5,0.6614285714285715
1000,33554432,['time'],8,0.6771428571428572,10,0.6714285714285714
1000,33554432,['time'],8,0.6771428571428572,20,0.6871428571428572
1000,33554432,['time'],8,0.6771428571428572,100,0.6771428571428572
1000,33554432,['time'],9,0.6928571428571428,5,0.6757142857142857
1000,33554432,['time'],9,0.6928571428571428,10,0.6957142857142857
1000,33554432,['time'],9,0.6928571428571428,20,0.6957142857142857
1000,33554432,['time'],9,0.6928571428571428,100,0.6828571428571428
1000,33554432,['time'],10,0.6742857142857143,5,0.6842857142857143
1000,33554432,['time'],10,0.6742857142857143,10,0.6914285714285714
1000,33554432,['time'],10,0.6742857142857143,20,0.7042857142857143
1000,33554432,['time'],10,0.6742857142857143,100,0.6814285714285714
1000,67108864,['size' 'time'],1,0.4057142857142857,5,0.4871428571428572
1000,67108864,['size' 'time'],1,0.4057142857142857,10,0.4514285714285714
1000,67108864,['size' 'time'],1,0.4057142857142857,20,0.4014285714285714
1000,67108864,['size' 'time'],1,0.4057142857142857,100,0.4528571428571429
1000,67108864,['size' 'time'],2,0.38,5,0.5042857142857143
1000,67108864,['size' 'time'],2,0.38,10,0.4757142857142857
1000,67108864,['size' 'time'],2,0.38,20,0.3985714285714286
1000,67108864,['size' 'time'],2,0.38,100,0.4557142857142858
1000,67108864,['size' 'time'],3,0.4614285714285714,5,0.5128571428571429
1000,67108864,['size' 'time'],3,0.4614285714285714,10,0.46
1000,67108864,['size' 'time'],3,0.4614285714285714,20,0.4071428571428571
1000,67108864,['size' 'time'],3,0.4614285714285714,100,0.4542857142857143
1000,67108864,['size' 'time'],4,0.45,5,0.5228571428571429
1000,67108864,['size' 'time'],4,0.45,10,0.48
1000,67108864,['size' 'time'],4,0.45,20,0.4171428571428572
1000,67108864,['size' 'time'],4,0.45,100,0.4571428571428571
1000,67108864,['size' 'time'],5,0.4942857142857143,5,0.5371428571428571
1000,67108864,['size' 'time'],5,0.4942857142857143,10,0.4928571428571429
1000,67108864,['size' 'time'],5,0.4942857142857143,20,0.42857142857142855
1000,67108864,['size' 'time'],5,0.4942857142857143,100,0.4557142857142858
1000,67108864,['size' 'time'],6,0.4742857142857143,5,0.5357142857142857
1000,67108864,['size' 'time'],6,0.4742857142857143,10,0.5014285714285714
1000,67108864,['size' 'time'],6,0.4742857142857143,20,0.43142857142857133
1000,67108864,['size' 'time'],6,0.4742857142857143,100,0.4557142857142858
1000,67108864,['size' 'time'],7,0.5128571428571429,5,0.5342857142857143
1000,67108864,['size' 'time'],7,0.5128571428571429,10,0.5028571428571429
1000,67108864,['size' 'time'],7,0.5128571428571429,20,0.4371428571428572
1000,67108864,['size' 'time'],7,0.5128571428571429,100,0.4542857142857143
1000,67108864,['size' 'time'],8,0.5114285714285715,5,0.5514285714285714
1000,67108864,['size' 'time'],8,0.5114285714285715,10,0.5057142857142857
1000,67108864,['size' 'time'],8,0.5114285714285715,20,0.4442857142857143
1000,67108864,['size' 'time'],8,0.5114285714285715,100,0.4557142857142858
1000,67108864,['size' 'time'],9,0.5442857142857143,5,0.5457142857142857
1000,67108864,['size' 'time'],9,0.5442857142857143,10,0.5028571428571429
1000,67108864,['size' 'time'],9,0.5442857142857143,20,0.4428571428571429
1000,67108864,['size' 'time'],9,0.5442857142857143,100,0.4557142857142858
1000,67108864,['size' 'time'],10,0.5342857142857143,5,0.5528571428571428
1000,67108864,['size' 'time'],10,0.5342857142857143,10,0.5085714285714286
1000,67108864,['size' 'time'],10,0.5342857142857143,20,0.4514285714285714
1000,67108864,['size' 'time'],10,0.5342857142857143,100,0.4557142857142858
1000,67108864,['size'],1,0.32285714285714284,5,0.4128571428571429
1000,67108864,['size'],1,0.32285714285714284,10,0.48
1000,67108864,['size'],1,0.32285714285714284,20,0.34714285714285714
1000,67108864,['size'],1,0.32285714285714284,100,0.4157142857142857
1000,67108864,['size'],2,0.31285714285714283,5,0.4528571428571429
1000,67108864,['size'],2,0.31285714285714283,10,0.4985714285714286
1000,67108864,['size'],2,0.31285714285714283,20,0.33714285714285713
1000,67108864,['size'],2,0.31285714285714283,100,0.4357142857142857
1000,67108864,['size'],3,0.32857142857142857,5,0.4257142857142857
1000,67108864,['size'],3,0.32857142857142857,10,0.4971428571428572
1000,67108864,['size'],3,0.32857142857142857,20,0.3528571428571429
1000,67108864,['size'],3,0.32857142857142857,100,0.4342857142857143
1000,67108864,['size'],4,0.31285714285714283,5,0.4514285714285714
1000,67108864,['size'],4,0.31285714285714283,10,0.4957142857142857
1000,67108864,['size'],4,0.31285714285714283,20,0.3528571428571429
1000,67108864,['size'],4,0.31285714285714283,100,0.4328571428571429
1000,67108864,['size'],5,0.3142857142857143,5,0.4657142857142857
1000,67108864,['size'],5,0.3142857142857143,10,0.5014285714285714
1000,67108864,['size'],5,0.3142857142857143,20,0.3614285714285714
1000,67108864,['size'],5,0.3142857142857143,100,0.42857142857142855
1000,67108864,['size'],6,0.3157142857142857,5,0.47
1000,67108864,['size'],6,0.3157142857142857,10,0.5042857142857143
1000,67108864,['size'],6,0.3157142857142857,20,0.3642857142857143
1000,67108864,['size'],6,0.3157142857142857,100,0.43
1000,67108864,['size'],7,0.3257142857142857,5,0.4742857142857143
1000,67108864,['size'],7,0.3257142857142857,10,0.5057142857142857
1000,67108864,['size'],7,0.3257142857142857,20,0.3585714285714286
1000,67108864,['size'],7,0.3257142857142857,100,0.4257142857142857
1000,67108864,['size'],8,0.3171428571428571,5,0.4785714285714286
1000,67108864,['size'],8,0.3171428571428571,10,0.5128571428571429
1000,67108864,['size'],8,0.3171428571428571,20,0.3642857142857143
1000,67108864,['size'],8,0.3171428571428571,100,0.4257142857142857
1000,67108864,['size'],9,0.3242857142857143,5,0.4771428571428572
1000,67108864,['size'],9,0.3242857142857143,10,0.5157142857142857
1000,67108864,['size'],9,0.3242857142857143,20,0.3628571428571429
1000,67108864,['size'],9,0.3242857142857143,100,0.4257142857142857
1000,67108864,['size'],10,0.31857142857142856,5,0.4685714285714286
1000,67108864,['size'],10,0.31857142857142856,10,0.5142857142857142
1000,67108864,['size'],10,0.31857142857142856,20,0.3628571428571429
1000,67108864,['size'],10,0.31857142857142856,100,0.4257142857142857
1000,67108864,['time'],1,0.5071428571428571,5,0.5157142857142857
1000,67108864,['time'],1,0.5071428571428571,10,0.4971428571428572
1000,67108864,['time'],1,0.5071428571428571,20,0.5
1000,67108864,['time'],1,0.5071428571428571,100,0.5071428571428571
1000,67108864,['time'],2,0.4642857142857143,5,0.4914285714285714
1000,67108864,['time'],2,0.4642857142857143,10,0.4942857142857143
1000,67108864,['time'],2,0.4642857142857143,20,0.5285714285714286
1000,67108864,['time'],2,0.4642857142857143,100,0.4814285714285714
1000,67108864,['time'],3,0.51,5,0.5385714285714286
1000,67108864,['time'],3,0.51,10,0.55
1000,67108864,['time'],3,0.51,20,0.5842857142857143
1000,67108864,['time'],3,0.51,100,0.5214285714285715
1000,67108864,['time'],4,0.4957142857142857,5,0.5428571428571428
1000,67108864,['time'],4,0.4957142857142857,10,0.5257142857142857
1000,67108864,['time'],4,0.4957142857142857,20,0.56
1000,67108864,['time'],4,0.4957142857142857,100,0.4885714285714286
1000,67108864,['time'],5,0.5357142857142857,5,0.5628571428571428
1000,67108864,['time'],5,0.5357142857142857,10,0.5757142857142857
1000,67108864,['time'],5,0.5357142857142857,20,0.5885714285714285
1000,67108864,['time'],5,0.5357142857142857,100,0.5457142857142857
1000,67108864,['time'],6,0.53,5,0.56
1000,67108864,['time'],6,0.53,10,0.5585714285714286
1000,67108864,['time'],6,0.53,20,0.5857142857142857
1000,67108864,['time'],6,0.53,100,0.5457142857142857
1000,67108864,['time'],7,0.5485714285714286,5,0.5685714285714286
1000,67108864,['time'],7,0.5485714285714286,10,0.5771428571428572
1000,67108864,['time'],7,0.5485714285714286,20,0.5885714285714285
1000,67108864,['time'],7,0.5485714285714286,100,0.57
1000,67108864,['time'],8,0.5614285714285714,5,0.57
1000,67108864,['time'],8,0.5614285714285714,10,0.5657142857142857
1000,67108864,['time'],8,0.5614285714285714,20,0.5828571428571429
1000,67108864,['time'],8,0.5614285714285714,100,0.5528571428571428
1000,67108864,['time'],9,0.5728571428571428,5,0.5785714285714286
1000,67108864,['time'],9,0.5728571428571428,10,0.5757142857142857
1000,67108864,['time'],9,0.5728571428571428,20,0.6028571428571429
1000,67108864,['time'],9,0.5728571428571428,100,0.5685714285714286
1000,67108864,['time'],10,0.5757142857142857,5,0.5885714285714285
1000,67108864,['time'],10,0.5757142857142857,10,0.5757142857142857
1000,67108864,['time'],10,0.5757142857142857,20,0.6014285714285714
1000,67108864,['time'],10,0.5757142857142857,100,0.5657142857142857
1000,134217728,['size' 'time'],1,0.4328571428571429,5,0.5271428571428571
1000,134217728,['size' 'time'],1,0.4328571428571429,10,0.5314285714285715
1000,134217728,['size' 'time'],1,0.4328571428571429,20,0.4442857142857143
1000,134217728,['size' 'time'],1,0.4328571428571429,100,0.4871428571428572
1000,134217728,['size' 'time'],2,0.42,5,0.54
1000,134217728,['size' 'time'],2,0.42,10,0.5542857142857143
1000,134217728,['size' 'time'],2,0.42,20,0.44857142857142857
1000,134217728,['size' 'time'],2,0.42,100,0.4885714285714286
1000,134217728,['size' 'time'],3,0.4685714285714286,5,0.5614285714285714
1000,134217728,['size' 'time'],3,0.4685714285714286,10,0.5614285714285714
1000,134217728,['size' 'time'],3,0.4685714285714286,20,0.46
1000,134217728,['size' 'time'],3,0.4685714285714286,100,0.49
1000,134217728,['size' 'time'],4,0.4457142857142857,5,0.5557142857142857
1000,134217728,['size' 'time'],4,0.4457142857142857,10,0.5628571428571428
1000,134217728,['size' 'time'],4,0.4457142857142857,20,0.46
1000,134217728,['size' 'time'],4,0.4457142857142857,100,0.4914285714285714
1000,134217728,['size' 'time'],5,0.4885714285714286,5,0.56
1000,134217728,['size' 'time'],5,0.4885714285714286,10,0.5714285714285714
1000,134217728,['size' 'time'],5,0.4885714285714286,20,0.4685714285714286
1000,134217728,['size' 'time'],5,0.4885714285714286,100,0.4957142857142857
1000,134217728,['size' 'time'],6,0.4671428571428571,5,0.5628571428571428
1000,134217728,['size' 'time'],6,0.4671428571428571,10,0.5714285714285714
1000,134217728,['size' 'time'],6,0.4671428571428571,20,0.47
1000,134217728,['size' 'time'],6,0.4671428571428571,100,0.4957142857142857
1000,134217728,['size' 'time'],7,0.5,5,0.5714285714285714
1000,134217728,['size' 'time'],7,0.5,10,0.5757142857142857
1000,134217728,['size' 'time'],7,0.5,20,0.47
1000,134217728,['size' 'time'],7,0.5,100,0.4971428571428572
1000,134217728,['size' 'time'],8,0.4971428571428572,5,0.5714285714285714
1000,134217728,['size' 'time'],8,0.4971428571428572,10,0.5785714285714286
1000,134217728,['size' 'time'],8,0.4971428571428572,20,0.47
1000,134217728,['size' 'time'],8,0.4971428571428572,100,0.4971428571428572
1000,134217728,['size' 'time'],9,0.5214285714285715,5,0.5771428571428572
1000,134217728,['size' 'time'],9,0.5214285714285715,10,0.5814285714285714
1000,134217728,['size' 'time'],9,0.5214285714285715,20,0.4757142857142857
1000,134217728,['size' 'time'],9,0.5214285714285715,100,0.4971428571428572
1000,134217728,['size' 'time'],10,0.5042857142857143,5,0.5771428571428572
1000,134217728,['size' 'time'],10,0.5042857142857143,10,0.58
1000,134217728,['size' 'time'],10,0.5042857142857143,20,0.48
1000,134217728,['size' 'time'],10,0.5042857142857143,100,0.4971428571428572
1000,134217728,['size'],1,0.36,5,0.5242857142857142
1000,134217728,['size'],1,0.36,10,0.4857142857142857
1000,134217728,['size'],1,0.36,20,0.4814285714285714
1000,134217728,['size'],1,0.36,100,0.4614285714285714
1000,134217728,['size'],2,0.36,5,0.5528571428571428
1000,134217728,['size'],2,0.36,10,0.4885714285714286
1000,134217728,['size'],2,0.36,20,0.4657142857142857
1000,134217728,['size'],2,0.36,100,0.4628571428571429
1000,134217728,['size'],3,0.3585714285714286,5,0.5557142857142857
1000,134217728,['size'],3,0.3585714285714286,10,0.4942857142857143
1000,134217728,['size'],3,0.3585714285714286,20,0.4842857142857143
1000,134217728,['size'],3,0.3585714285714286,100,0.4842857142857143
1000,134217728,['size'],4,0.3614285714285714,5,0.5614285714285714
1000,134217728,['size'],4,0.3614285714285714,10,0.5014285714285714
1000,134217728,['size'],4,0.3614285714285714,20,0.4857142857142857
1000,134217728,['size'],4,0.3614285714285714,100,0.4842857142857143
1000,134217728,['size'],5,0.3614285714285714,5,0.5657142857142857
1000,134217728,['size'],5,0.3614285714285714,10,0.4971428571428572
1000,134217728,['size'],5,0.3614285714285714,20,0.51
1000,134217728,['size'],5,0.3614285714285714,100,0.4842857142857143
1000,134217728,['size'],6,0.3614285714285714,5,0.5714285714285714
1000,134217728,['size'],6,0.3614285714285714,10,0.5042857142857143
1000,134217728,['size'],6,0.3614285714285714,20,0.5014285714285714
1000,134217728,['size'],6,0.3614285714285714,100,0.4842857142857143
