length,size,datatype,metric,NeighNum,res_train (mean),res_test (mean),res_train,res_test,train_nums,test_nums,pred_nums
1000,536870912,['time'],chebyshev,7,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],chebyshev,8,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],chebyshev,9,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],chebyshev,10,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],cityblock,1,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],cityblock,2,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],cityblock,3,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],cityblock,4,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],cityblock,5,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],cityblock,6,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],cityblock,7,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],cityblock,8,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],cityblock,9,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],cityblock,10,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],euclidean,1,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],euclidean,2,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],euclidean,3,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],euclidean,4,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],euclidean,5,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],euclidean,6,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],euclidean,7,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],euclidean,8,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],euclidean,9,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],euclidean,10,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],minkowski,1,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],minkowski,2,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],minkowski,3,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],minkowski,4,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],minkowski,5,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],minkowski,6,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],minkowski,7,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],minkowski,8,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],minkowski,9,1.0,1.0,300,700,[300],[700],[700]
1000,536870912,['time'],minkowski,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],braycurtis,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],braycurtis,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],braycurtis,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],braycurtis,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],braycurtis,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],braycurtis,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],braycurtis,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],braycurtis,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],braycurtis,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],braycurtis,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],canberra,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],canberra,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],canberra,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],canberra,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],canberra,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],canberra,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],canberra,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],canberra,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],canberra,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],canberra,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],chebyshev,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],chebyshev,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],chebyshev,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],chebyshev,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],chebyshev,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],chebyshev,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],chebyshev,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],chebyshev,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],chebyshev,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],chebyshev,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],cityblock,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],cityblock,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],cityblock,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],cityblock,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],cityblock,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],cityblock,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],cityblock,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],cityblock,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],cityblock,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],cityblock,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],euclidean,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],euclidean,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],euclidean,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],euclidean,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],euclidean,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],euclidean,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],euclidean,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],euclidean,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],euclidean,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],euclidean,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],minkowski,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],minkowski,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],minkowski,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],minkowski,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],minkowski,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],minkowski,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],minkowski,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],minkowski,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],minkowski,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size' 'time'],minkowski,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],braycurtis,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],braycurtis,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],braycurtis,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],braycurtis,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],braycurtis,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],braycurtis,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],braycurtis,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],braycurtis,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],braycurtis,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],braycurtis,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],canberra,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],canberra,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],canberra,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],canberra,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],canberra,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],canberra,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],canberra,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],canberra,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],canberra,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],canberra,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],chebyshev,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],chebyshev,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],chebyshev,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],chebyshev,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],chebyshev,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],chebyshev,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],chebyshev,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],chebyshev,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],chebyshev,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],chebyshev,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],cityblock,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],cityblock,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],cityblock,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],cityblock,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],cityblock,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],cityblock,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],cityblock,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],cityblock,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],cityblock,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],cityblock,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],euclidean,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],euclidean,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],euclidean,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],euclidean,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],euclidean,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],euclidean,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],euclidean,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],euclidean,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],euclidean,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],euclidean,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],minkowski,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],minkowski,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],minkowski,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],minkowski,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],minkowski,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],minkowski,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],minkowski,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],minkowski,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],minkowski,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['size'],minkowski,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],braycurtis,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],braycurtis,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],braycurtis,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],braycurtis,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],braycurtis,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],braycurtis,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],braycurtis,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],braycurtis,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],braycurtis,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],braycurtis,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],canberra,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],canberra,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],canberra,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],canberra,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],canberra,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],canberra,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],canberra,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],canberra,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],canberra,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],canberra,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],chebyshev,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],chebyshev,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],chebyshev,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],chebyshev,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],chebyshev,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],chebyshev,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],chebyshev,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],chebyshev,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],chebyshev,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],chebyshev,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],cityblock,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],cityblock,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],cityblock,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],cityblock,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],cityblock,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],cityblock,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],cityblock,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],cityblock,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],cityblock,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],cityblock,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],euclidean,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],euclidean,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],euclidean,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],euclidean,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],euclidean,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],euclidean,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],euclidean,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],euclidean,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],euclidean,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],euclidean,10,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],minkowski,1,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],minkowski,2,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],minkowski,3,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],minkowski,4,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],minkowski,5,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],minkowski,6,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],minkowski,7,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],minkowski,8,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],minkowski,9,1.0,1.0,300,700,[300],[700],[700]
1000,1073741824,['time'],minkowski,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],braycurtis,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],braycurtis,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],braycurtis,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],braycurtis,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],braycurtis,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],braycurtis,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],braycurtis,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],braycurtis,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],braycurtis,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],braycurtis,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],canberra,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],canberra,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],canberra,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],canberra,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],canberra,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],canberra,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],canberra,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],canberra,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],canberra,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],canberra,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],chebyshev,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],chebyshev,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],chebyshev,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],chebyshev,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],chebyshev,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],chebyshev,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],chebyshev,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],chebyshev,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],chebyshev,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],chebyshev,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],cityblock,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],cityblock,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],cityblock,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],cityblock,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],cityblock,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],cityblock,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],cityblock,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],cityblock,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],cityblock,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],cityblock,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],euclidean,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],euclidean,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],euclidean,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],euclidean,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],euclidean,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],euclidean,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],euclidean,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],euclidean,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],euclidean,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],euclidean,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],minkowski,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],minkowski,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],minkowski,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],minkowski,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],minkowski,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],minkowski,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],minkowski,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],minkowski,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],minkowski,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size' 'time'],minkowski,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],braycurtis,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],braycurtis,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],braycurtis,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],braycurtis,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],braycurtis,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],braycurtis,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],braycurtis,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],braycurtis,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],braycurtis,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],braycurtis,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],canberra,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],canberra,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],canberra,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],canberra,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],canberra,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],canberra,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],canberra,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],canberra,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],canberra,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],canberra,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],chebyshev,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],chebyshev,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],chebyshev,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],chebyshev,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],chebyshev,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],chebyshev,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],chebyshev,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],chebyshev,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],chebyshev,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],chebyshev,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],cityblock,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],cityblock,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],cityblock,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],cityblock,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],cityblock,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],cityblock,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],cityblock,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],cityblock,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],cityblock,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],cityblock,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],euclidean,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],euclidean,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],euclidean,3,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],euclidean,4,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],euclidean,5,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],euclidean,6,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],euclidean,7,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],euclidean,8,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],euclidean,9,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],euclidean,10,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],minkowski,1,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],minkowski,2,1.0,1.0,300,700,[300],[700],[700]
1000,2147483648,['size'],minkowski,3,1.0,1.0,300,700,[300],[700],[700]
